frame_id,processing_time_seconds
exp_60m_60fps_f4177,0.017
exp_60m_60fps_f4178,0.019
exp_60m_60fps_f4179,0.018
exp_60m_60fps_f4180,0.016
exp_60m_60fps_f4181,0.019
exp_60m_60fps_f4182,0.023
exp_60m_60fps_f4183,0.017
exp_60m_60fps_f4184,0.024
exp_60m_60fps_f4185,0.019
exp_60m_60fps_f4186,0.018
exp_60m_60fps_f4187,0.017
exp_60m_60fps_f4188,0.02
exp_60m_60fps_f4189,0.021
exp_60m_60fps_f4190,0.023
exp_60m_60fps_f4191,0.019
exp_60m_60fps_f4192,0.02
exp_60m_60fps_f4193,0.018
exp_60m_60fps_f4194,0.022
exp_60m_60fps_f4195,0.023
exp_60m_60fps_f4196,0.016
exp_60m_60fps_f4197,0.022
exp_60m_60fps_f4198,0.024
exp_60m_60fps_f4199,0.021
exp_60m_60fps_f4200,0.018
exp_60m_60fps_f4201,0.016
exp_60m_60fps_f4202,0.02
exp_60m_60fps_f4203,0.021
exp_60m_60fps_f4204,0.019
exp_60m_60fps_f4205,0.016
exp_60m_60fps_f4206,0.019
exp_60m_60fps_f4207,0.017
exp_60m_60fps_f4208,0.023
exp_60m_60fps_f4209,0.018
exp_60m_60fps_f4210,0.022
exp_60m_60fps_f4211,0.022
exp_60m_60fps_f4212,0.016
exp_60m_60fps_f4213,0.021
exp_60m_60fps_f4214,0.018
exp_60m_60fps_f4215,0.023
exp_60m_60fps_f4216,0.023
exp_60m_60fps_f4217,0.017
exp_60m_60fps_f4218,0.019
exp_60m_60fps_f4219,0.017
exp_60m_60fps_f4220,0.02
exp_60m_60fps_f4221,0.023
exp_60m_60fps_f4222,0.023
exp_60m_60fps_f4223,0.017
exp_60m_60fps_f4224,0.022
exp_60m_60fps_f4225,0.016
exp_60m_60fps_f4226,0.018
exp_60m_60fps_f4227,0.018
exp_60m_60fps_f4228,0.021
exp_60m_60fps_f4229,0.017
exp_60m_60fps_f4230,0.021
exp_60m_60fps_f4231,0.021
exp_60m_60fps_f4232,0.02
exp_60m_60fps_f4233,0.023
exp_60m_60fps_f4234,0.016
exp_60m_60fps_f4235,0.019
exp_60m_60fps_f4236,0.019
exp_60m_60fps_f4237,0.019
exp_60m_60fps_f4238,0.017
exp_60m_60fps_f4239,0.023
exp_60m_60fps_f4240,0.02
exp_60m_60fps_f4241,0.024
exp_60m_60fps_f4242,0.021
exp_60m_60fps_f4243,0.022
exp_60m_60fps_f4244,0.018
exp_60m_60fps_f4245,0.022
exp_60m_60fps_f4246,0.019
exp_60m_60fps_f4247,0.023
exp_60m_60fps_f4248,0.016
exp_60m_60fps_f4249,0.018
exp_60m_60fps_f4250,0.022
exp_60m_60fps_f4251,0.022
exp_60m_60fps_f4252,0.019
exp_60m_60fps_f4253,0.021
exp_60m_60fps_f4254,0.017
exp_60m_60fps_f4255,0.016
exp_60m_60fps_f4256,0.017
exp_60m_60fps_f4257,0.02
exp_60m_60fps_f4258,0.024
exp_60m_60fps_f4259,0.016
exp_60m_60fps_f4260,0.017
exp_60m_60fps_f4261,0.017
exp_60m_60fps_f4262,0.019
exp_60m_60fps_f4263,0.019
exp_60m_60fps_f4264,0.022
exp_60m_60fps_f4265,0.023
exp_60m_60fps_f4266,0.021
exp_60m_60fps_f4267,0.02
exp_60m_60fps_f4268,0.016
exp_60m_60fps_f4269,0.023
exp_60m_60fps_f4270,0.019
exp_60m_60fps_f4271,0.023
exp_60m_60fps_f4272,0.02
exp_60m_60fps_f4273,0.021
exp_60m_60fps_f4274,0.02
exp_60m_60fps_f4275,0.021
exp_60m_60fps_f4276,0.022
exp_60m_60fps_f4277,0.019
exp_60m_60fps_f4278,0.018
exp_60m_60fps_f4279,0.017
exp_60m_60fps_f4280,0.022
exp_60m_60fps_f4281,0.019
exp_60m_60fps_f4282,0.019
exp_60m_60fps_f4283,0.018
exp_60m_60fps_f4284,0.016
exp_60m_60fps_f4285,0.016
exp_60m_60fps_f4286,0.02
exp_60m_60fps_f4287,0.022
exp_60m_60fps_f4288,0.022
exp_60m_60fps_f4289,0.018
exp_60m_60fps_f4290,0.016
exp_60m_60fps_f4291,0.021
exp_60m_60fps_f4292,0.021
exp_60m_60fps_f4293,0.023
exp_60m_60fps_f4294,0.019
exp_60m_60fps_f4295,0.023
exp_60m_60fps_f4296,0.02
exp_60m_60fps_f4297,0.023
exp_60m_60fps_f4298,0.018
exp_60m_60fps_f4299,0.018
exp_60m_60fps_f4300,0.019
exp_60m_60fps_f4301,0.017
exp_60m_60fps_f4302,0.021
exp_60m_60fps_f4303,0.018
exp_60m_60fps_f4304,0.017
exp_60m_60fps_f4305,0.017
exp_60m_60fps_f4306,0.017
exp_60m_60fps_f4307,0.023
exp_60m_60fps_f4308,0.017
exp_60m_60fps_f4309,0.022
exp_60m_60fps_f4310,0.02
exp_60m_60fps_f4311,0.023
exp_60m_60fps_f4312,0.022
exp_60m_60fps_f4313,0.02
exp_60m_60fps_f4314,0.017
exp_60m_60fps_f4315,0.022
exp_60m_60fps_f4316,0.021
exp_60m_60fps_f4317,0.022
exp_60m_60fps_f4318,0.021
exp_60m_60fps_f4319,0.022
exp_60m_60fps_f4320,0.016
exp_60m_60fps_f4321,0.018
exp_60m_60fps_f4322,0.019
exp_60m_60fps_f4323,0.023
exp_60m_60fps_f4324,0.02
exp_60m_60fps_f4325,0.022
exp_60m_60fps_f4326,0.019
exp_60m_60fps_f4327,0.017
exp_60m_60fps_f4328,0.018
exp_60m_60fps_f4329,0.021
exp_60m_60fps_f4330,0.02
exp_60m_60fps_f4331,0.023
exp_60m_60fps_f4332,0.021
exp_60m_60fps_f4333,0.022
exp_60m_60fps_f4334,0.018
exp_60m_60fps_f4335,0.017
exp_60m_60fps_f4336,0.021
exp_60m_60fps_f4337,0.02
exp_60m_60fps_f4338,0.018
exp_60m_60fps_f4339,0.019
exp_60m_60fps_f4340,0.021
exp_60m_60fps_f4341,0.02
exp_60m_60fps_f4342,0.021
exp_60m_60fps_f4343,0.019
exp_60m_60fps_f4344,0.02
exp_60m_60fps_f4345,0.02
exp_60m_60fps_f4346,0.02
exp_60m_60fps_f4347,0.016
exp_60m_60fps_f4348,0.023
exp_60m_60fps_f4349,0.016
exp_60m_60fps_f4350,0.022
exp_60m_60fps_f4351,0.019
exp_60m_60fps_f4352,0.016
exp_60m_60fps_f4353,0.02
exp_60m_60fps_f4354,0.019
exp_60m_60fps_f4355,0.021
exp_60m_60fps_f4356,0.018
exp_60m_60fps_f4357,0.018
exp_60m_60fps_f4358,0.019
exp_60m_60fps_f4359,0.021
exp_60m_60fps_f4360,0.018
exp_60m_60fps_f4361,0.021
exp_60m_60fps_f4362,0.02
exp_60m_60fps_f4363,0.021
exp_60m_60fps_f4364,0.016
exp_60m_60fps_f4365,0.019
exp_60m_60fps_f4366,0.024
exp_60m_60fps_f4367,0.017
exp_60m_60fps_f4368,0.021
exp_60m_60fps_f4369,0.019
exp_60m_60fps_f4370,0.018
exp_60m_60fps_f4371,0.021
exp_60m_60fps_f4372,0.02
exp_60m_60fps_f4373,0.023
exp_60m_60fps_f4374,0.022
exp_60m_60fps_f4375,0.019
exp_60m_60fps_f4376,0.022
exp_60m_60fps_f4377,0.02
exp_60m_60fps_f4378,0.018
exp_60m_60fps_f4379,0.019
exp_60m_60fps_f4380,0.024
exp_60m_60fps_f4381,0.021
exp_60m_60fps_f4382,0.019
exp_60m_60fps_f4383,0.017
exp_60m_60fps_f4384,0.018
exp_60m_60fps_f4385,0.016
exp_60m_60fps_f4386,0.023
exp_60m_60fps_f4387,0.016
exp_60m_60fps_f4388,0.018
exp_60m_60fps_f4389,0.023
exp_60m_60fps_f4390,0.019
exp_60m_60fps_f4391,0.022
exp_60m_60fps_f4392,0.017
exp_60m_60fps_f4393,0.02
exp_60m_60fps_f4394,0.019
exp_60m_60fps_f4395,0.019
exp_60m_60fps_f4396,0.019
exp_60m_60fps_f4397,0.019
exp_60m_60fps_f4398,0.022
exp_60m_60fps_f4399,0.02
exp_60m_60fps_f4400,0.017
exp_60m_60fps_f4401,0.019
exp_60m_60fps_f4402,0.023
exp_60m_60fps_f4403,0.016
exp_60m_60fps_f4404,0.023
exp_60m_60fps_f4405,0.02
exp_60m_60fps_f4406,0.017
exp_60m_60fps_f4407,0.021
exp_60m_60fps_f4408,0.019
exp_60m_60fps_f4409,0.018
exp_60m_60fps_f4410,0.023
exp_60m_60fps_f4411,0.021
exp_60m_60fps_f4412,0.021
exp_60m_60fps_f4413,0.023
exp_60m_60fps_f4414,0.017
exp_60m_60fps_f4415,0.018
exp_60m_60fps_f4416,0.022
exp_60m_60fps_f4417,0.018
exp_60m_60fps_f4418,0.021
exp_60m_60fps_f4419,0.019
exp_60m_60fps_f4420,0.016
exp_60m_60fps_f4421,0.019
exp_60m_60fps_f4422,0.017
exp_60m_60fps_f4423,0.022
exp_60m_60fps_f4424,0.02
exp_60m_60fps_f4425,0.022
exp_60m_60fps_f4426,0.02
exp_60m_60fps_f4427,0.022
exp_60m_60fps_f4428,0.023
exp_60m_60fps_f4429,0.021
exp_60m_60fps_f4430,0.017
exp_60m_60fps_f4431,0.022
exp_60m_60fps_f4432,0.016
exp_60m_60fps_f4433,0.023
exp_60m_60fps_f4434,0.021
exp_60m_60fps_f4435,0.02
exp_60m_60fps_f4436,0.018
exp_60m_60fps_f4437,0.023
exp_60m_60fps_f4438,0.023
exp_60m_60fps_f4439,0.017
exp_60m_60fps_f4440,0.021
exp_60m_60fps_f4441,0.018
exp_60m_60fps_f4442,0.02
exp_60m_60fps_f4443,0.023
exp_60m_60fps_f4444,0.019
exp_60m_60fps_f4445,0.022
exp_60m_60fps_f4446,0.024
exp_60m_60fps_f4447,0.017
exp_60m_60fps_f4448,0.017
exp_60m_60fps_f4449,0.021
exp_60m_60fps_f4450,0.023
exp_60m_60fps_f4451,0.02
exp_60m_60fps_f4452,0.023
exp_60m_60fps_f4453,0.021
exp_60m_60fps_f4454,0.016
exp_60m_60fps_f4455,0.024
exp_60m_60fps_f4456,0.024
exp_60m_60fps_f4457,0.021
exp_60m_60fps_f4458,0.02
exp_60m_60fps_f4459,0.018
exp_60m_60fps_f4460,0.019
exp_60m_60fps_f4461,0.019
exp_60m_60fps_f4462,0.019
exp_60m_60fps_f4463,0.024
exp_60m_60fps_f4464,0.016
exp_60m_60fps_f4465,0.019
exp_60m_60fps_f4466,0.016
exp_60m_60fps_f4467,0.021
exp_60m_60fps_f4468,0.019
exp_60m_60fps_f4469,0.02
exp_60m_60fps_f4470,0.024
exp_60m_60fps_f4471,0.021
exp_60m_60fps_f4472,0.023
exp_60m_60fps_f4473,0.022
exp_60m_60fps_f4474,0.019
exp_60m_60fps_f4475,0.022
exp_60m_60fps_f4476,0.023
exp_60m_60fps_f4477,0.022
exp_60m_60fps_f4478,0.023
exp_60m_60fps_f4479,0.022
exp_60m_60fps_f4480,0.019
exp_60m_60fps_f4481,0.017
exp_60m_60fps_f4482,0.02
exp_60m_60fps_f4483,0.022
exp_60m_60fps_f4484,0.018
exp_60m_60fps_f4485,0.018
exp_60m_60fps_f4486,0.019
exp_60m_60fps_f4487,0.021
exp_60m_60fps_f4488,0.019
exp_60m_60fps_f4489,0.017
exp_60m_60fps_f4490,0.022
exp_60m_60fps_f4491,0.024
exp_60m_60fps_f4492,0.023
exp_60m_60fps_f4493,0.021
exp_60m_60fps_f4494,0.017
exp_60m_60fps_f4495,0.017
exp_60m_60fps_f4496,0.017
exp_60m_60fps_f4497,0.018
exp_60m_60fps_f4498,0.022
exp_60m_60fps_f4499,0.02
exp_60m_60fps_f4500,0.021
exp_60m_60fps_f4501,0.017
exp_60m_60fps_f4502,0.023
exp_60m_60fps_f4503,0.023
exp_60m_60fps_f4504,0.02
exp_60m_60fps_f4505,0.02
exp_60m_60fps_f4506,0.02
exp_60m_60fps_f4507,0.02
exp_60m_60fps_f4508,0.019
exp_60m_60fps_f4509,0.016
exp_60m_60fps_f4510,0.02
exp_60m_60fps_f4511,0.021
exp_60m_60fps_f4512,0.019
exp_60m_60fps_f4513,0.022
exp_60m_60fps_f4514,0.021
exp_60m_60fps_f4515,0.021
exp_60m_60fps_f4516,0.02
exp_60m_60fps_f4517,0.023
exp_60m_60fps_f4518,0.017
exp_60m_60fps_f4519,0.022
exp_60m_60fps_f4520,0.023
exp_60m_60fps_f4521,0.022
exp_60m_60fps_f4522,0.018
exp_60m_60fps_f4523,0.02
exp_60m_60fps_f4524,0.021
exp_60m_60fps_f4525,0.019
exp_60m_60fps_f4526,0.016
exp_60m_60fps_f4527,0.017
exp_60m_60fps_f4528,0.024
exp_60m_60fps_f4529,0.021
exp_60m_60fps_f4530,0.022
exp_60m_60fps_f4531,0.017
exp_60m_60fps_f4532,0.023
exp_60m_60fps_f4533,0.024
exp_60m_60fps_f4534,0.016
exp_60m_60fps_f4535,0.023
exp_60m_60fps_f4536,0.021
exp_60m_60fps_f4537,0.021
exp_60m_60fps_f4538,0.019
exp_60m_60fps_f4539,0.017
exp_60m_60fps_f4540,0.022
exp_60m_60fps_f4541,0.017
exp_60m_60fps_f4542,0.02
exp_60m_60fps_f4543,0.021
exp_60m_60fps_f4544,0.021
exp_60m_60fps_f4545,0.018
exp_60m_60fps_f4546,0.023
exp_60m_60fps_f4547,0.017
exp_60m_60fps_f4548,0.019
exp_60m_60fps_f4549,0.016
exp_60m_60fps_f4550,0.023
exp_60m_60fps_f4551,0.024
exp_60m_60fps_f4552,0.022
exp_60m_60fps_f4553,0.019
exp_60m_60fps_f4554,0.018
exp_60m_60fps_f4555,0.023
exp_60m_60fps_f4556,0.023
exp_60m_60fps_f4557,0.016
exp_60m_60fps_f4558,0.017
exp_60m_60fps_f4559,0.021
exp_60m_60fps_f4560,0.019
exp_60m_60fps_f4561,0.023
exp_60m_60fps_f4562,0.016
exp_60m_60fps_f4563,0.018
exp_60m_60fps_f4564,0.023
exp_60m_60fps_f4565,0.021
exp_60m_60fps_f4566,0.022
exp_60m_60fps_f4567,0.018
exp_60m_60fps_f4568,0.018
exp_60m_60fps_f4569,0.02
exp_60m_60fps_f4570,0.019
exp_60m_60fps_f4571,0.02
exp_60m_60fps_f4572,0.023
exp_60m_60fps_f4573,0.023
exp_60m_60fps_f4574,0.023
exp_60m_60fps_f4575,0.02
exp_60m_60fps_f4576,0.021
exp_60m_60fps_f4577,0.021
exp_60m_60fps_f4578,0.017
exp_60m_60fps_f4579,0.02
exp_60m_60fps_f4580,0.017
exp_60m_60fps_f4581,0.023
exp_60m_60fps_f4582,0.018
exp_60m_60fps_f4583,0.018
exp_60m_60fps_f4584,0.017
exp_60m_60fps_f4585,0.019
exp_60m_60fps_f4586,0.017
exp_60m_60fps_f4587,0.021
exp_60m_60fps_f4588,0.016
exp_60m_60fps_f4589,0.023
exp_60m_60fps_f4590,0.018
exp_60m_60fps_f4591,0.016
exp_60m_60fps_f4592,0.018
exp_60m_60fps_f4593,0.019
exp_60m_60fps_f4594,0.023
exp_60m_60fps_f4595,0.02
exp_60m_60fps_f4596,0.022
exp_60m_60fps_f4597,0.022
exp_60m_60fps_f4598,0.019
exp_60m_60fps_f4599,0.021
exp_60m_60fps_f4600,0.022
exp_60m_60fps_f4601,0.019
exp_60m_60fps_f4602,0.022
exp_60m_60fps_f4603,0.021
exp_60m_60fps_f4604,0.023
exp_60m_60fps_f4605,0.023
exp_60m_60fps_f4606,0.021
exp_60m_60fps_f4607,0.021
exp_60m_60fps_f4608,0.019
exp_60m_60fps_f4609,0.018
exp_60m_60fps_f4610,0.017
exp_60m_60fps_f4611,0.022
exp_60m_60fps_f4612,0.021
exp_60m_60fps_f4613,0.021
exp_60m_60fps_f4614,0.02
exp_60m_60fps_f4615,0.023
exp_60m_60fps_f4616,0.021
exp_60m_60fps_f4617,0.023
exp_60m_60fps_f4618,0.023
exp_60m_60fps_f4619,0.022
exp_60m_60fps_f4620,0.021
exp_60m_60fps_f4621,0.017
exp_60m_60fps_f4622,0.02
exp_60m_60fps_f4623,0.021
exp_60m_60fps_f4624,0.023
exp_60m_60fps_f4625,0.02
exp_60m_60fps_f4626,0.022
exp_60m_60fps_f4627,0.016
exp_60m_60fps_f4628,0.018
exp_60m_60fps_f4629,0.019
exp_60m_60fps_f4630,0.021
exp_60m_60fps_f4631,0.023
exp_60m_60fps_f4632,0.022
exp_60m_60fps_f4633,0.018
exp_60m_60fps_f4634,0.022
exp_60m_60fps_f4635,0.018
exp_60m_60fps_f4636,0.021
exp_60m_60fps_f4637,0.023
exp_60m_60fps_f4638,0.017
exp_60m_60fps_f4639,0.022
exp_60m_60fps_f4640,0.023
exp_60m_60fps_f4641,0.018
exp_60m_60fps_f4642,0.016
exp_60m_60fps_f4643,0.023
exp_60m_60fps_f4644,0.02
exp_60m_60fps_f4645,0.021
exp_60m_60fps_f4646,0.021
exp_60m_60fps_f4647,0.019
exp_60m_60fps_f4648,0.019
exp_60m_60fps_f4649,0.017
exp_60m_60fps_f4650,0.021
exp_60m_60fps_f4651,0.023
exp_60m_60fps_f4652,0.017
exp_60m_60fps_f4653,0.018
exp_60m_60fps_f4654,0.018
exp_60m_60fps_f4655,0.018
exp_60m_60fps_f4656,0.018
exp_60m_60fps_f4657,0.018
exp_60m_60fps_f4658,0.019
exp_60m_60fps_f4659,0.019
exp_60m_60fps_f4660,0.019
exp_60m_60fps_f4661,0.018
exp_60m_60fps_f4662,0.02
exp_60m_60fps_f4663,0.018
exp_60m_60fps_f4664,0.017
exp_60m_60fps_f4665,0.021
exp_60m_60fps_f4666,0.018
exp_60m_60fps_f4667,0.022
exp_60m_60fps_f4668,0.018
exp_60m_60fps_f4669,0.023
exp_60m_60fps_f4670,0.023
exp_60m_60fps_f4671,0.019
exp_60m_60fps_f4672,0.021
exp_60m_60fps_f4673,0.018
exp_60m_60fps_f4674,0.018
exp_60m_60fps_f4675,0.022
exp_60m_60fps_f4676,0.023
exp_60m_60fps_f4677,0.018
exp_60m_60fps_f4678,0.017
exp_60m_60fps_f4679,0.02
exp_60m_60fps_f4680,0.018
exp_60m_60fps_f4681,0.02
exp_60m_60fps_f4682,0.018
exp_60m_60fps_f4683,0.02
exp_60m_60fps_f4684,0.016
exp_60m_60fps_f4685,0.023
exp_60m_60fps_f4686,0.021
exp_60m_60fps_f4687,0.023
exp_60m_60fps_f4688,0.016
exp_60m_60fps_f4689,0.02
exp_60m_60fps_f4690,0.018
exp_60m_60fps_f4691,0.022
exp_60m_60fps_f4692,0.018
exp_60m_60fps_f4693,0.016
exp_60m_60fps_f4694,0.022
exp_60m_60fps_f4695,0.022
exp_60m_60fps_f4696,0.018
exp_60m_60fps_f4697,0.018
exp_60m_60fps_f4698,0.019
exp_60m_60fps_f4699,0.02
exp_60m_60fps_f4700,0.017
exp_60m_60fps_f4701,0.016
exp_60m_60fps_f4702,0.023
exp_60m_60fps_f4703,0.017
exp_60m_60fps_f4704,0.018
exp_60m_60fps_f4705,0.019
exp_60m_60fps_f4706,0.023
exp_60m_60fps_f4707,0.016
exp_60m_60fps_f4708,0.022
exp_60m_60fps_f4709,0.019
exp_60m_60fps_f4710,0.019
exp_60m_60fps_f4711,0.021
exp_60m_60fps_f4712,0.017
exp_60m_60fps_f4713,0.02
exp_60m_60fps_f4714,0.023
exp_60m_60fps_f4715,0.016
exp_60m_60fps_f4716,0.019
exp_60m_60fps_f4717,0.02
exp_60m_60fps_f4718,0.023
exp_60m_60fps_f4719,0.021
exp_60m_60fps_f4720,0.019
exp_60m_60fps_f4721,0.018
exp_60m_60fps_f4722,0.022
exp_60m_60fps_f4723,0.02
exp_60m_60fps_f4724,0.022
exp_60m_60fps_f4725,0.017
exp_60m_60fps_f4726,0.019
exp_60m_60fps_f4727,0.018
exp_60m_60fps_f4728,0.017
exp_60m_60fps_f4729,0.021
exp_60m_60fps_f4730,0.019
exp_60m_60fps_f4731,0.022
exp_60m_60fps_f4732,0.017
exp_60m_60fps_f4733,0.018
exp_60m_60fps_f4734,0.02
exp_60m_60fps_f4735,0.018
exp_60m_60fps_f4736,0.023
exp_60m_60fps_f4737,0.019
exp_60m_60fps_f4738,0.021
exp_60m_60fps_f4739,0.022
exp_60m_60fps_f4740,0.016
exp_60m_60fps_f4741,0.021
exp_60m_60fps_f4742,0.019
exp_60m_60fps_f4743,0.017
exp_60m_60fps_f4744,0.02
exp_60m_60fps_f4745,0.019
exp_60m_60fps_f4746,0.02
exp_60m_60fps_f4747,0.022
exp_60m_60fps_f4748,0.018
exp_60m_60fps_f4749,0.017
exp_60m_60fps_f4750,0.022
exp_60m_60fps_f4751,0.021
exp_60m_60fps_f4752,0.02
exp_60m_60fps_f4753,0.019
exp_60m_60fps_f4754,0.023
exp_60m_60fps_f4755,0.022
exp_60m_60fps_f4756,0.023
exp_60m_60fps_f4757,0.022
exp_60m_60fps_f4758,0.019
exp_60m_60fps_f4759,0.022
exp_60m_60fps_f4760,0.023
exp_60m_60fps_f4761,0.019
exp_60m_60fps_f4762,0.02
exp_60m_60fps_f4763,0.018
exp_60m_60fps_f4764,0.019
exp_60m_60fps_f4765,0.019
exp_60m_60fps_f4766,0.021
exp_60m_60fps_f4767,0.018
exp_60m_60fps_f4768,0.018
exp_60m_60fps_f4769,0.022
exp_60m_60fps_f4770,0.02
exp_60m_60fps_f4771,0.02
exp_60m_60fps_f4772,0.018
exp_60m_60fps_f4773,0.017
exp_60m_60fps_f4774,0.021
exp_60m_60fps_f4775,0.018
exp_60m_60fps_f4776,0.022
exp_60m_60fps_f4777,0.024
exp_60m_60fps_f4778,0.02
exp_60m_60fps_f4779,0.021
exp_60m_60fps_f4780,0.016
exp_60m_60fps_f4781,0.018
exp_60m_60fps_f4782,0.018
exp_60m_60fps_f4783,0.018
exp_60m_60fps_f4784,0.02
exp_60m_60fps_f4785,0.019
exp_60m_60fps_f4786,0.021
exp_60m_60fps_f4787,0.023
exp_60m_60fps_f4788,0.016
exp_60m_60fps_f4789,0.019
exp_60m_60fps_f4790,0.019
exp_60m_60fps_f4791,0.019
exp_60m_60fps_f4792,0.022
exp_60m_60fps_f4793,0.018
exp_60m_60fps_f4794,0.02
exp_60m_60fps_f4795,0.021
exp_60m_60fps_f4796,0.019
exp_60m_60fps_f4797,0.021
exp_60m_60fps_f4798,0.022
exp_60m_60fps_f4799,0.022
exp_60m_60fps_f4800,0.019
exp_60m_60fps_f4801,0.018
exp_60m_60fps_f4802,0.023
exp_60m_60fps_f4803,0.02
exp_60m_60fps_f4804,0.017
exp_60m_60fps_f4805,0.018
exp_60m_60fps_f4806,0.019
exp_60m_60fps_f4807,0.023
exp_60m_60fps_f4808,0.018
exp_60m_60fps_f4809,0.017
exp_60m_60fps_f4810,0.023
exp_60m_60fps_f4811,0.021
exp_60m_60fps_f4812,0.016
exp_60m_60fps_f4813,0.018
exp_60m_60fps_f4814,0.023
exp_60m_60fps_f4815,0.018
exp_60m_60fps_f4816,0.017
exp_60m_60fps_f4817,0.016
exp_60m_60fps_f4818,0.023
exp_60m_60fps_f4819,0.018
exp_60m_60fps_f4820,0.016
exp_60m_60fps_f4821,0.022
exp_60m_60fps_f4822,0.023
exp_60m_60fps_f4823,0.022
exp_60m_60fps_f4824,0.02
exp_60m_60fps_f4825,0.019
exp_60m_60fps_f4826,0.02
exp_60m_60fps_f4827,0.016
exp_60m_60fps_f4828,0.023
exp_60m_60fps_f4829,0.022
exp_60m_60fps_f4830,0.018
exp_60m_60fps_f4831,0.023
exp_60m_60fps_f4832,0.02
exp_60m_60fps_f4833,0.018
exp_60m_60fps_f4834,0.017
exp_60m_60fps_f4835,0.02
exp_60m_60fps_f4836,0.022
exp_60m_60fps_f4837,0.022
exp_60m_60fps_f4838,0.016
exp_60m_60fps_f4839,0.022
exp_60m_60fps_f4840,0.022
exp_60m_60fps_f4841,0.016
exp_60m_60fps_f4842,0.019
exp_60m_60fps_f4843,0.02
exp_60m_60fps_f4844,0.017
exp_60m_60fps_f4845,0.023
exp_60m_60fps_f4846,0.017
exp_60m_60fps_f4847,0.022
exp_60m_60fps_f4848,0.019
exp_60m_60fps_f4849,0.017
exp_60m_60fps_f4850,0.022
exp_60m_60fps_f4851,0.022
exp_60m_60fps_f4852,0.022
exp_60m_60fps_f4853,0.017
exp_60m_60fps_f4854,0.022
exp_60m_60fps_f4855,0.023
exp_60m_60fps_f4856,0.022
exp_60m_60fps_f4857,0.023
exp_60m_60fps_f4858,0.023
exp_60m_60fps_f4859,0.023
exp_60m_60fps_f4860,0.019
exp_60m_60fps_f4861,0.021
exp_60m_60fps_f4862,0.02
exp_60m_60fps_f4863,0.02
exp_60m_60fps_f4864,0.017
exp_60m_60fps_f4865,0.022
exp_60m_60fps_f4866,0.023
exp_60m_60fps_f4867,0.024
exp_60m_60fps_f4868,0.02
exp_60m_60fps_f4869,0.019
exp_60m_60fps_f4870,0.017
exp_60m_60fps_f4871,0.022
exp_60m_60fps_f4872,0.016
exp_60m_60fps_f4873,0.019
exp_60m_60fps_f4874,0.021
exp_60m_60fps_f4875,0.021
exp_60m_60fps_f4876,0.018
exp_60m_60fps_f4877,0.019
exp_60m_60fps_f4878,0.021
exp_60m_60fps_f4879,0.023
exp_60m_60fps_f4880,0.019
exp_60m_60fps_f4881,0.016
exp_60m_60fps_f4882,0.02
exp_60m_60fps_f4883,0.024
exp_60m_60fps_f4884,0.022
exp_60m_60fps_f4885,0.018
exp_60m_60fps_f4886,0.022
exp_60m_60fps_f4887,0.017
exp_60m_60fps_f4888,0.023
exp_60m_60fps_f4889,0.016
exp_60m_60fps_f4890,0.019
exp_60m_60fps_f4891,0.017
exp_60m_60fps_f4892,0.017
exp_60m_60fps_f4893,0.021
exp_60m_60fps_f4894,0.019
exp_60m_60fps_f4895,0.022
exp_60m_60fps_f4896,0.018
exp_60m_60fps_f4897,0.023
exp_60m_60fps_f4898,0.02
exp_60m_60fps_f4899,0.018
exp_60m_60fps_f4900,0.018
exp_60m_60fps_f4901,0.021
exp_60m_60fps_f4902,0.017
exp_60m_60fps_f4903,0.017
exp_60m_60fps_f4904,0.017
exp_60m_60fps_f4905,0.023
exp_60m_60fps_f4906,0.017
exp_60m_60fps_f4907,0.021
exp_60m_60fps_f4908,0.019
exp_60m_60fps_f4909,0.018
exp_60m_60fps_f4910,0.016
exp_60m_60fps_f4911,0.02
exp_60m_60fps_f4912,0.017
exp_60m_60fps_f4913,0.022
exp_60m_60fps_f4914,0.017
exp_60m_60fps_f4915,0.019
exp_60m_60fps_f4916,0.016
exp_60m_60fps_f4917,0.016
exp_60m_60fps_f4918,0.019
exp_60m_60fps_f4919,0.019
exp_60m_60fps_f4920,0.023
exp_60m_60fps_f4921,0.021
exp_60m_60fps_f4922,0.021
exp_60m_60fps_f4923,0.018
exp_60m_60fps_f4924,0.018
exp_60m_60fps_f4925,0.022
exp_60m_60fps_f4926,0.021
exp_60m_60fps_f4927,0.016
exp_60m_60fps_f4928,0.023
exp_60m_60fps_f4929,0.022
exp_60m_60fps_f4930,0.023
exp_60m_60fps_f4931,0.016
exp_60m_60fps_f4932,0.022
exp_60m_60fps_f4933,0.019
exp_60m_60fps_f4934,0.021
exp_60m_60fps_f4935,0.023
exp_60m_60fps_f4936,0.017
exp_60m_60fps_f4937,0.016
exp_60m_60fps_f4938,0.016
exp_60m_60fps_f4939,0.022
exp_60m_60fps_f4940,0.017
exp_60m_60fps_f4941,0.018
exp_60m_60fps_f4942,0.017
exp_60m_60fps_f4943,0.018
exp_60m_60fps_f4944,0.018
exp_60m_60fps_f4945,0.022
exp_60m_60fps_f4946,0.018
exp_60m_60fps_f4947,0.022
exp_60m_60fps_f4948,0.017
exp_60m_60fps_f4949,0.017
exp_60m_60fps_f4950,0.017
exp_60m_60fps_f4951,0.019
exp_60m_60fps_f4952,0.017
exp_60m_60fps_f4953,0.022
